61.493	22.774	-31.684	1.864	0.716	-0.809	-0.511
60.472	35.267	-40.022	2.306	-3.104	-1.770	-2.169
-75.192	-3.148	21.730	1.021	4.874	0.138	2.262
-3.592	-31.405	22.565	-0.350	-0.155	-0.646	-3.618
-96.133	-2.158	26.496	-0.154	1.581	1.577	1.988
-20.264	-39.141	32.231	1.088	3.469	0.384	0.642
15.143	27.034	-22.560	1.525	-2.848	-0.705	-0.762
-90.371	1.463	22.503	4.053	1.167	-0.339	1.332
11.996	22.860	-18.866	-1.054	2.300	0.795	-0.642
-3.911	-31.376	22.628	-0.080	2.308	1.952	3.153
1.561	-31.052	20.981	0.220	-1.233	0.306	0.136
6.238	-30.585	19.443	-1.250	4.261	2.631	3.633
-1.275	-27.092	18.991	7.537	6.270	-3.867	2.387
-19.193	-29.556	25.350	-1.862	2.628	2.244	1.730
-7.322	-33.139	24.730	2.619	3.067	0.218	3.076
-81.280	4.117	18.310	-3.923	-0.085	2.125	-0.458
-65.990	-1.036	17.882	5.604	-4.840	-2.729	-0.975
48.414	18.249	-25.165	0.646	2.351	-0.561	0.997
-1.942	-35.138	24.707	2.549	0.317	0.416	1.226
48.672	23.874	-29.106	1.697	-1.549	-0.850	-1.930
10.760	-35.493	21.647	-4.817	1.564	2.980	0.613
-72.733	-3.159	21.098	1.906	-5.583	-1.010	-1.926
49.966	24.519	-29.887	-1.939	-1.346	1.219	-1.037
-61.026	-6.285	20.205	-6.497	3.249	4.688	1.015
37.150	27.782	-28.800	1.544	-4.564	-1.231	-2.375
32.321	27.010	-27.012	0.884	-4.469	-0.875	-2.722
-11.551	-29.911	23.606	0.315	3.936	0.522	1.837
24.403	33.434	-29.377	6.015	4.345	-3.497	0.206
-80.468	-9.362	27.383	1.897	4.028	1.115	3.512
7.884	-31.059	19.341	-0.982	-3.416	0.567	-0.745
-87.704	-5.518	26.618	3.204	-8.912	-0.630	-1.830
55.808	25.350	-31.979	1.689	-0.706	0.365	1.573
-1.570	-33.126	23.224	-2.783	3.838	1.769	0.201
-85.901	-5.230	25.950	-2.364	-2.505	2.820	0.907
-77.971	-2.271	21.849	-0.104	-1.334	0.277	-0.364
42.138	21.086	-25.485	-0.223	2.448	1.618	2.060
-58.530	-11.702	23.287	-2.832	1.223	1.749	-0.282
-65.768	-0.538	17.481	-1.068	3.960	0.599	0.882
43.467	21.003	-25.774	3.531	-3.365	-0.200	1.434
-1.230	-28.420	19.894	5.700	-3.451	-2.956	-1.139
34.744	26.678	-27.414	-0.755	4.073	1.923	1.856
41.870	28.916	-30.809	-1.928	-0.578	3.182	2.456
-76.630	4.746	16.667	1.378	3.140	-0.317	1.446
-82.379	1.328	20.517	-2.200	0.345	2.684	2.968
-15.366	-32.182	26.163	1.986	7.147	-0.265	2.669
-61.487	-8.585	21.909	-0.034	-4.513	1.045	-1.032
12.109	-37.910	22.960	-1.159	0.036	2.190	3.155
-28.357	-43.473	37.319	3.076	-1.582	-1.138	-0.284
-1.506	-28.668	20.137	3.301	-3.928	-1.736	-1.326
-6.583	-31.363	23.314	-4.996	-1.283	3.665	-0.491
-65.264	1.060	16.249	0.650	-3.224	0.479	-0.064
14.821	26.745	-22.277	1.979	0.125	-1.152	-0.366
-45.405	-2.403	13.468	-0.343	3.273	1.413	2.561
-87.079	-3.437	25.022	1.313	1.746	0.052	0.963
36.753	33.378	-32.551	-0.526	3.453	1.807	2.798
36.390	30.351	-30.371	-0.950	-4.748	1.423	-1.517
-1.438	-33.496	23.444	-1.225	4.865	1.475	2.650
-18.230	-45.276	35.927	0.378	1.598	1.188	2.312
34.753	29.845	-29.597	2.040	-2.656	-0.768	-0.011
-84.254	-13.677	31.340	3.821	1.092	-1.292	1.399
6.428	-38.010	24.507	-4.666	-2.831	2.172	-3.593
-63.636	1.137	15.772	-1.661	5.798	0.754	-0.299
-90.635	-7.362	28.651	-3.090	-3.106	0.615	-3.605
6.322	-25.639	16.014	2.955	-1.302	-1.277	-0.830
3.666	-39.728	26.409	0.146	-0.051	0.341	1.485
37.524	26.877	-28.274	0.607	1.262	-0.453	-0.872
-4.778	-23.644	17.528	2.762	-0.880	0.363	2.709
47.093	31.287	-33.801	1.293	4.740	-0.878	0.177
15.645	38.846	-30.826	2.004	-1.691	-1.775	-1.590
11.728	-34.898	20.985	-6.453	-2.100	3.485	-1.042
50.085	25.104	-30.321	-0.742	2.147	-0.623	-2.112
8.343	-33.183	20.684	0.467	5.195	2.514	3.938
-79.129	-6.271	24.906	2.572	-5.072	-1.237	-2.270
-77.350	0.360	19.875	-1.569	-2.492	2.365	0.157
38.623	22.229	-25.359	-0.741	0.732	-0.272	-1.828
30.341	36.806	-33.244	-2.252	2.302	1.694	0.227
62.262	20.516	-30.328	0.592	6.669	0.066	1.747
-13.467	-37.989	29.669	-7.138	0.350	4.706	0.248
2.803	-36.754	24.585	-0.265	-3.167	0.064	-2.218
-73.852	-2.844	21.172	3.595	3.137	-0.297	3.266
27.253	28.440	-26.678	4.129	0.758	-3.530	-2.316
44.771	26.389	-29.823	2.199	2.101	0.378	2.375
53.814	25.276	-31.409	-3.194	5.441	1.832	0.017
-13.304	-30.431	24.421	-2.560	-1.197	2.467	0.713
45.920	24.654	-28.927	1.792	2.985	0.076	1.317
46.312	25.012	-29.275	-1.459	1.803	1.357	1.216
-57.830	0.576	14.649	2.824	-3.353	-1.449	-0.409
56.114	22.991	-30.434	4.062	-0.175	-1.367	-0.382
5.191	-31.336	20.232	-0.446	3.271	0.683	0.803
7.903	-32.126	20.071	0.191	-0.408	-0.507	-2.107
5.730	-35.067	22.662	-5.831	4.188	2.308	-1.234
35.718	26.250	-27.372	-1.104	-0.624	1.166	0.764
-13.619	-31.529	25.259	0.013	-0.732	0.127	-0.748
-73.644	2.427	17.488	0.241	1.453	1.257	0.680
-4.153	-28.905	20.989	-3.366	1.278	3.843	2.292
6.224	-31.626	20.163	-0.628	4.830	1.195	1.752
35.143	27.578	-28.137	3.921	-6.197	-3.444	-4.500
45.255	29.246	-31.917	0.063	-2.653	-0.665	-1.138
22.861	34.076	-29.417	0.509	6.742	1.197	2.752
-67.059	-4.014	20.211	-1.931	0.400	2.627	0.626
32.325	21.955	-23.531	1.288	-5.041	0.702	0.780
32.468	25.490	-26.003	1.404	-1.286	-1.393	-2.018
51.094	31.626	-35.075	5.174	3.445	-1.063	4.128
9.986	-34.329	21.046	2.453	-2.662	-1.375	-0.849
-74.908	-4.480	22.574	1.919	1.721	0.090	0.964
-8.452	-41.051	30.473	5.027	4.591	-2.639	1.289
40.013	22.821	-26.128	-0.976	-3.585	1.010	-0.987
-65.859	-8.530	23.009	1.043	-5.148	-0.591	-1.477
-2.685	-37.959	26.843	3.476	7.140	-1.827	1.810
-0.799	-34.307	23.837	2.357	0.606	-0.768	-0.504
27.180	36.730	-32.369	4.293	-4.864	-2.424	-0.709
38.220	28.433	-29.527	-3.507	2.697	2.272	0.547
-11.651	-29.851	23.591	3.641	-2.065	-1.931	-0.970
-67.736	12.058	9.317	-4.305	1.583	0.852	-3.780
-101.588	10.165	19.428	4.345	-1.022	-1.209	1.250
13.806	-41.282	24.841	1.746	-4.442	-0.115	0.832
-73.335	8.388	13.302	-3.242	0.888	3.079	1.223
6.237	-47.026	30.767	-1.412	-0.295	1.351	-0.083
