0.008	6.535	0.211	3.873	1.139	1.167	-12.890
0.000	14.984	0.141	4.655	1.565	1.974	11.575
0.000	0.340	0.125	2.492	1.062	1.632	13.329
0.133	14.090	0.125	2.989	1.810	1.949	2.785
0.000	7.059	0.156	2.938	1.043	1.998	-6.669
0.000	6.613	0.164	3.935	1.245	1.242	-2.987
0.002	12.277	0.102	3.222	1.042	1.445	-6.922
0.000	12.738	0.164	2.555	1.057	1.966	-5.879
0.000	14.770	0.109	1.945	1.213	0.912	-13.619
0.055	10.902	0.078	2.163	1.356	1.944	-1.426
0.000	13.887	0.156	3.017	1.220	1.941	-9.599
0.000	2.406	0.125	2.446	1.144	1.957	-6.125
0.000	14.020	0.109	2.032	1.146	1.924	4.921
0.000	14.676	0.164	3.138	1.564	1.771	5.095
0.000	10.348	0.180	3.946	1.310	1.902	-9.560
0.000	3.602	0.172	3.605	1.075	1.572	-5.827
0.019	1.539	0.234	3.962	1.029	1.971	-10.705
0.004	4.418	0.156	3.202	1.465	1.975	0.866
0.003	7.898	0.195	2.355	1.526	1.995	3.390
0.000	5.566	0.156	2.070	1.344	1.995	3.096
0.000	9.355	0.180	1.262	1.294	1.993	-1.606
0.002	9.840	0.203	2.231	1.507	1.683	-1.258
0.000	15.836	0.164	1.843	1.393	1.635	6.142
0.000	12.336	0.148	4.124	2.134	1.179	-4.546
0.000	0.363	0.164	2.613	1.213	1.907	-16.108
0.001	7.621	0.133	2.319	1.092	1.922	-9.394
0.005	7.855	0.109	1.831	1.105	0.651	-15.106
0.000	13.184	0.172	1.106	1.600	1.867	-5.980
0.000	8.113	0.203	3.126	1.367	1.816	-1.318
0.002	8.645	0.195	5.401	1.103	1.999	3.790
0.000	13.852	0.148	3.535	2.622	1.820	3.171
0.000	10.270	0.125	6.045	1.020	1.981	-2.970
0.000	14.965	0.234	2.428	1.068	0.859	-3.322
0.000	6.250	0.125	1.722	2.797	1.436	-1.199
0.000	7.543	0.156	4.038	1.152	1.961	-9.238
0.000	15.922	0.133	2.348	1.076	1.727	5.907
0.079	1.250	0.180	2.462	1.582	1.349	-7.520
0.015	11.965	0.164	4.343	1.753	1.827	-1.164
0.048	13.348	0.133	3.060	1.293	0.867	-10.124
0.004	7.012	0.109	3.650	1.095	1.949	-6.776
0.113	15.402	0.180	3.018	1.119	1.943	-5.710
0.003	11.758	0.141	3.581	1.118	0.730	-11.644
0.002	15.301	0.164	3.527	1.209	1.928	-0.440
0.000	5.867	0.203	3.014	1.236	1.857	13.340
0.000	7.754	0.094	1.589	1.427	1.967	-5.114
0.000	0.816	0.125	3.504	1.506	1.999	-7.493
